IMG/center_2017_09_07_23_28_20_029.jpg,IMG/left_2017_09_07_23_28_20_029.jpg,IMG/right_2017_09_07_23_28_20_029.jpg,-0.290426,0,0,1.917255
IMG/center_2017_09_07_23_28_20_109.jpg,IMG/left_2017_09_07_23_28_20_109.jpg,IMG/right_2017_09_07_23_28_20_109.jpg,-0.290426,0,0,1.901806
IMG/center_2017_09_07_23_28_20_191.jpg,IMG/left_2017_09_07_23_28_20_191.jpg,IMG/right_2017_09_07_23_28_20_191.jpg,-0.290426,0,0,1.886482
IMG/center_2017_09_07_23_28_20_277.jpg,IMG/left_2017_09_07_23_28_20_277.jpg,IMG/right_2017_09_07_23_28_20_277.jpg,-0.290426,0,0,1.871283
IMG/center_2017_09_07_23_28_20_365.jpg,IMG/left_2017_09_07_23_28_20_365.jpg,IMG/right_2017_09_07_23_28_20_365.jpg,-0.290426,0,0,1.852456
IMG/center_2017_09_07_23_28_20_447.jpg,IMG/left_2017_09_07_23_28_20_447.jpg,IMG/right_2017_09_07_23_28_20_447.jpg,-0.290426,0,0,1.837533
IMG/center_2017_09_07_23_28_20_530.jpg,IMG/left_2017_09_07_23_28_20_530.jpg,IMG/right_2017_09_07_23_28_20_530.jpg,-0.290426,0,0,1.822729
IMG/center_2017_09_07_23_28_20_610.jpg,IMG/left_2017_09_07_23_28_20_610.jpg,IMG/right_2017_09_07_23_28_20_610.jpg,-0.290426,0,0,1.808045
IMG/center_2017_09_07_23_28_20_692.jpg,IMG/left_2017_09_07_23_28_20_692.jpg,IMG/right_2017_09_07_23_28_20_692.jpg,-0.290426,0,0,1.793481
IMG/center_2017_09_07_23_28_20_777.jpg,IMG/left_2017_09_07_23_28_20_777.jpg,IMG/right_2017_09_07_23_28_20_777.jpg,-0.290426,0,0,1.779035
IMG/center_2017_09_07_23_28_20_865.jpg,IMG/left_2017_09_07_23_28_20_865.jpg,IMG/right_2017_09_07_23_28_20_865.jpg,-0.290426,0,0,1.761141
IMG/center_2017_09_07_23_28_20_954.jpg,IMG/left_2017_09_07_23_28_20_954.jpg,IMG/right_2017_09_07_23_28_20_954.jpg,-0.290426,0,0,1.746956
IMG/center_2017_09_07_23_28_21_040.jpg,IMG/left_2017_09_07_23_28_21_040.jpg,IMG/right_2017_09_07_23_28_21_040.jpg,-0.290426,0,0,1.732887
IMG/center_2017_09_07_23_28_21_123.jpg,IMG/left_2017_09_07_23_28_21_123.jpg,IMG/right_2017_09_07_23_28_21_123.jpg,-0.290426,0,0,1.71546
IMG/center_2017_09_07_23_28_21_207.jpg,IMG/left_2017_09_07_23_28_21_207.jpg,IMG/right_2017_09_07_23_28_21_207.jpg,-0.290426,0,0,1.701645
IMG/center_2017_09_07_23_28_21_288.jpg,IMG/left_2017_09_07_23_28_21_288.jpg,IMG/right_2017_09_07_23_28_21_288.jpg,-0.2886203,0,0,1.687965
IMG/center_2017_09_07_23_28_21_371.jpg,IMG/left_2017_09_07_23_28_21_371.jpg,IMG/right_2017_09_07_23_28_21_371.jpg,-0.2838296,0,0,1.674483
IMG/center_2017_09_07_23_28_21_454.jpg,IMG/left_2017_09_07_23_28_21_454.jpg,IMG/right_2017_09_07_23_28_21_454.jpg,-0.2797022,0.05794805,0,1.642028
IMG/center_2017_09_07_23_28_21_548.jpg,IMG/left_2017_09_07_23_28_21_548.jpg,IMG/right_2017_09_07_23_28_21_548.jpg,-0.278523,0.311145,0,1.857231
IMG/center_2017_09_07_23_28_21_621.jpg,IMG/left_2017_09_07_23_28_21_621.jpg,IMG/right_2017_09_07_23_28_21_621.jpg,-0.278523,0.5596531,0,2.299617
IMG/center_2017_09_07_23_28_21_705.jpg,IMG/left_2017_09_07_23_28_21_705.jpg,IMG/right_2017_09_07_23_28_21_705.jpg,-0.2749116,0.5616331,0,3.035109
IMG/center_2017_09_07_23_28_21_789.jpg,IMG/left_2017_09_07_23_28_21_789.jpg,IMG/right_2017_09_07_23_28_21_789.jpg,-0.2640035,0.3114601,0,3.412575
IMG/center_2017_09_07_23_28_21_874.jpg,IMG/left_2017_09_07_23_28_21_874.jpg,IMG/right_2017_09_07_23_28_21_874.jpg,-0.2282208,0.05583304,0,3.539764
IMG/center_2017_09_07_23_28_21_958.jpg,IMG/left_2017_09_07_23_28_21_958.jpg,IMG/right_2017_09_07_23_28_21_958.jpg,-0.2065522,0,0,3.506555
IMG/center_2017_09_07_23_28_22_042.jpg,IMG/left_2017_09_07_23_28_22_042.jpg,IMG/right_2017_09_07_23_28_22_042.jpg,-0.2011719,0,0,3.471449
IMG/center_2017_09_07_23_28_22_125.jpg,IMG/left_2017_09_07_23_28_22_125.jpg,IMG/right_2017_09_07_23_28_22_125.jpg,-0.1999926,0,0,3.443318
IMG/center_2017_09_07_23_28_22_209.jpg,IMG/left_2017_09_07_23_28_22_209.jpg,IMG/right_2017_09_07_23_28_22_209.jpg,-0.1999926,0,0,3.415593
